length,diameter,height,whole-weight,shucked-weight,viscera-weight,shell-weight,sex_F,sex_I,sex_M,rings
82,63,19,61.2,24.2,14.7,18.0,0,0,1,9
108,82,29,197.8,56.3,42.6,71.0,0,0,1,19
107,91,28,200.3,106.0,35.3,48.8,0,1,0,9
128,105,40,275.3,88.0,61.5,94.0,0,0,1,16
107,90,31,161.5,73.1,29.6,51.9,0,1,0,10
88,68,21,73.8,32.8,16.0,20.3,0,1,0,5
107,84,29,158.2,66.0,37.8,50.0,0,0,1,10
138,116,39,331.6,141.6,72.3,94.3,1,0,0,10
83,65,20,66.7,28.9,14.3,19.0,0,1,0,7
111,91,27,167.4,76.4,34.2,47.0,0,0,1,9
97,75,25,112.4,50.1,26.9,30.5,0,1,0,8
120,92,31,191.9,89.1,37.8,59.0,0,0,1,11
114,90,31,239.0,112.5,51.3,59.0,0,0,1,10
118,91,32,218.0,100.0,44.3,58.4,0,0,1,9
131,109,33,324.5,131.1,59.8,102.6,1,0,0,12
90,70,26,109.4,49.0,28.1,28.1,0,1,0,8
146,112,38,388.5,159.8,103.9,113.1,1,0,0,11
79,54,20,59.7,28.9,12.2,16.4,0,1,0,5
138,107,37,365.2,159.4,81.8,99.8,1,0,0,11
64,51,20,35.1,14.6,8.3,13.0,0,1,0,7
87,67,22,87.7,41.5,14.3,26.3,0,0,1,7
98,75,30,115.1,44.0,28.8,38.0,1,0,0,9
127,103,33,245.8,101.1,59.5,70.7,0,0,1,10
97,83,28,114.1,50.0,26.8,37.0,0,1,0,8
55,40,16,19.8,7.4,4.8,6.0,0,0,1,5
121,98,36,245.4,96.0,57.4,70.0,0,0,1,18
108,88,32,218.1,78.2,45.9,71.0,1,0,0,15
92,69,23,84.3,37.9,20.4,22.2,0,1,0,6
62,47,18,25.4,9.6,6.2,8.0,0,1,0,6
113,90,32,179.0,83.0,39.0,49.2,0,0,1,9
89,70,24,88.5,38.4,19.1,27.0,0,0,1,8
114,90,28,185.5,95.4,32.1,50.3,0,0,1,8
95,73,28,90.9,34.2,23.6,31.6,0,1,0,8
125,97,35,274.9,146.7,54.3,66.4,1,0,0,9
137,110,38,377.0,178.0,82.0,97.9,0,0,1,10
75,58,17,47.7,23.6,9.0,13.9,0,1,0,7
37,75,24,92.9,39.2,20.9,30.0,0,1,0,6
101,77,24,120.1,47.8,28.4,37.0,0,1,0,7
145,112,37,358.4,174.6,73.4,87.0,1,0,0,11
68,50,14,44.5,20.8,8.5,11.0,0,1,0,7
100,79,29,157.3,66.4,36.3,49.1,0,1,0,8
130,102,35,263.3,126.9,52.1,72.8,0,0,1,12
114,87,30,165.9,77.5,31.2,49.0,1,0,0,10
112,84,28,167.4,82.8,42.8,40.0,0,1,0,8
73,59,19,50.0,21.5,10.9,16.0,0,1,0,9
59,44,17,25.7,11.7,5.4,7.3,0,1,0,5
113,90,29,169.9,84.3,33.7,45.0,1,0,0,8
87,67,20,64.9,27.0,15.7,19.6,0,1,0,7
51,39,14,14.7,5.1,4.0,5.0,0,1,0,6
89,69,21,81.8,33.5,20.3,23.4,0,1,0,7
114,93,32,178.7,62.9,51.5,52.6,1,0,0,10
94,77,26,117.4,52.8,23.4,34.8,0,1,0,8
80,62,22,62.8,27.6,11.4,20.0,0,0,1,11
108,81,31,194.3,64.5,38.8,58.0,0,0,1,19
109,86,28,137.4,52.3,28.1,50.0,0,1,0,9
84,67,23,73.8,34.2,14.2,24.0,0,0,1,8
118,94,36,224.7,84.1,56.1,72.0,0,0,1,13
121,96,34,236.7,116.4,47.3,63.4,0,0,1,10
135,107,44,320.8,123.5,85.1,90.6,1,0,0,14
117,92,28,152.7,65.2,30.6,53.0,0,1,0,9
107,83,27,156.0,63.3,33.8,47.3,0,0,1,8
88,65,22,99.3,51.6,23.9,21.5,0,1,0,8
95,75,25,117.6,47.4,34.3,31.0,1,0,0,10
101,81,26,120.3,60.3,22.0,36.0,0,1,0,8
124,87,31,202.4,95.4,47.2,55.0,1,0,0,8
138,101,40,374.4,178.6,80.3,96.0,0,0,1,10
107,82,31,126.3,54.9,28.3,36.3,0,1,0,12
131,103,32,262.0,110.6,73.8,69.0,0,0,1,11
128,103,36,249.4,109.5,58.5,73.7,0,0,1,10
102,81,30,140.7,69.4,26.8,37.7,0,0,1,8
111,86,27,162.4,81.1,32.6,44.3,1,0,0,9
110,83,36,233.1,100.4,60.2,62.2,1,0,0,9
110,85,31,183.5,55.5,48.6,67.0,0,0,1,13
73,51,16,39.7,15.7,6.9,10.6,0,1,0,5
143,113,36,358.0,168.8,70.7,107.7,1,0,0,9
97,74,28,114.5,40.8,28.3,35.0,0,0,1,10
109,88,24,171.3,69.5,34.3,48.0,0,0,1,12
84,65,23,57.7,20.0,11.4,22.7,0,0,1,15
118,94,31,234.7,124.9,46.6,51.9,0,0,1,9
139,107,35,367.7,160.7,79.2,100.6,1,0,0,10
100,72,24,87.8,37.5,21.1,26.1,0,1,0,8
96,70,21,127.0,70.4,25.4,27.0,0,1,0,6
106,86,26,140.9,69.2,28.3,37.8,0,1,0,9
100,78,25,104.3,49.7,23.4,26.2,0,0,1,6
71,53,17,48.7,24.4,10.5,12.0,0,1,0,6
106,83,23,118.3,46.6,31.7,36.0,1,0,0,11
122,97,35,248.9,108.8,59.4,69.0,0,0,1,12
108,84,28,161.0,73.8,34.5,42.0,1,0,0,11
127,103,34,255.0,101.8,57.2,68.0,0,0,1,16
60,44,16,24.2,9.5,8.4,7.0,0,1,0,5
120,93,32,226.6,93.2,57.7,59.6,1,0,0,11
141,114,36,306.9,192.0,83.9,86.0,1,0,0,12
91,70,25,89.7,31.7,20.4,26.7,1,0,0,16
77,63,22,57.2,24.5,12.7,16.7,1,0,0,10
138,110,40,313.8,137.4,73.5,92.0,1,0,0,12
88,69,23,109.0,53.8,22.2,26.1,0,1,0,6
85,65,20,65.9,27.3,14.5,22.0,0,0,1,7
130,102,37,275.0,106.2,76.8,79.7,1,0,0,10
66,47,18,32.6,12.3,6.8,11.0,0,0,1,10
100,76,28,127.1,55.4,28.6,35.7,1,0,0,8
116,93,35,207.0,80.2,37.3,77.0,0,0,1,17
117,90,25,174.8,70.9,41.5,45.0,1,0,0,6
73,56,18,39.2,17.3,7.2,12.1,0,1,0,7
111,86,33,151.5,54.7,32.7,55.0,0,0,1,13
133,108,35,269.4,99.1,50.8,83.0,0,0,1,17
115,90,20,186.3,86.2,44.4,47.0,1,0,0,12
78,56,18,43.0,16.9,6.8,15.8,0,1,0,8
77,57,18,49.6,18.7,13.2,14.0,0,1,0,6
74,56,19,44.5,16.1,10.2,15.0,0,0,1,7
57,45,14,20.1,8.5,3.7,7.0,0,1,0,7
123,95,41,267.4,119.9,56.3,74.0,0,0,1,11
84,62,20,57.3,23.0,14.7,17.0,0,1,0,8
129,100,45,325.2,117.4,81.1,82.0,1,0,0,15
77,61,18,55.5,21.8,10.3,20.0,0,0,1,9
126,94,31,226.5,117.8,42.2,57.4,0,0,1,8
86,66,20,89.8,50.8,16.5,19.4,0,1,0,6
130,105,35,294.3,135.0,63.0,79.8,0,0,1,11
125,93,28,239.0,96.5,41.0,80.0,0,0,1,13
148,116,41,476.2,163.1,93.9,97.6,0,0,1,12
84,69,23,68.7,30.3,15.9,23.0,0,1,0,9
87,70,24,91.7,38.4,20.0,26.0,1,0,0,11
99,76,29,103.0,35.0,19.6,42.4,0,1,0,13
124,95,32,264.9,137.3,46.6,65.5,1,0,0,9
66,53,18,36.0,13.6,7.2,12.0,0,1,0,6
60,46,16,25.5,8.7,5.3,8.0,0,1,0,8
123,101,33,233.4,97.9,59.1,69.0,0,0,1,10
129,100,32,249.3,109.5,65.4,60.0,1,0,0,10
92,75,24,98.3,44.1,17.6,34.0,1,0,0,7
123,106,34,224.0,115.5,41.9,57.2,0,0,1,9
114,88,38,203.6,89.4,41.4,53.0,1,0,0,9
106,83,22,114.9,50.5,24.7,37.8,0,1,0,9
132,105,43,357.2,134.5,72.3,81.3,0,1,0,11
124,94,40,245.1,76.2,54.0,87.0,1,0,0,23
139,106,40,409.5,150.0,83.9,121.9,1,0,0,14
50,36,13,13.7,4.9,3.1,4.5,0,1,0,5
100,71,28,105.6,42.5,29.8,28.0,0,0,1,9
88,73,23,100.2,48.7,16.8,29.3,0,1,0,9
95,75,23,104.1,46.6,23.8,29.1,0,1,0,7
104,76,23,132.9,65.7,34.0,28.5,0,1,0,7
75,58,23,54.1,18.6,13.2,17.7,1,0,0,10
102,79,25,116.1,48.8,26.7,37.6,0,0,1,11
111,87,27,171.6,75.4,31.7,58.0,0,0,1,15
125,94,29,357.1,135.0,49.4,64.9,0,0,1,13
137,104,33,303.8,139.8,73.7,80.0,0,0,1,10
118,93,30,199.4,78.4,49.2,68.0,1,0,0,12
120,99,35,260.1,123.9,56.8,65.7,0,0,1,11
128,105,43,355.8,90.7,57.1,110.0,1,0,0,22
94,74,26,104.5,40.2,26.6,33.0,0,0,1,7
142,111,34,294.0,107.5,76.0,86.2,1,0,0,12
103,91,27,144.5,59.0,32.5,47.0,0,0,1,9
129,105,38,361.7,140.7,77.7,79.0,1,0,0,18
118,95,28,195.4,92.5,40.5,55.0,0,0,1,10
106,83,32,156.6,58.7,31.6,49.0,1,0,0,15
92,69,24,83.1,39.6,17.7,21.4,0,1,0,7
74,55,17,40.9,19.2,11.2,16.0,0,1,0,6
89,69,24,80.7,33.8,16.5,26.0,0,1,0,7
113,87,30,198.0,115.9,36.5,41.2,0,0,1,8
94,74,36,102.0,38.3,25.7,32.5,0,0,1,9
94,72,26,94.4,36.4,22.8,30.0,1,0,0,10
97,78,25,118.2,57.4,28.2,24.0,0,1,0,9
136,112,33,327.8,121.1,56.1,92.0,1,0,0,15
129,100,39,280.2,123.3,70.3,74.5,0,0,1,10
129,99,30,241.9,120.6,44.5,67.8,0,0,1,9
103,77,26,124.6,57.1,25.7,35.0,0,0,1,10
130,107,35,257.9,121.9,55.3,68.8,1,0,0,10
70,55,13,41.0,14.9,9.3,14.0,1,0,0,10
56,42,13,18.1,7.0,4.0,6.0,0,0,1,5
133,106,37,279.1,91.2,64.1,98.0,1,0,0,15
115,90,29,159.0,72.8,30.1,52.0,0,1,0,10
111,92,32,172.0,66.9,38.7,55.0,0,0,1,10
127,98,31,229.0,95.5,60.7,63.1,1,0,0,9
133,108,39,352.8,170.1,72.3,94.0,1,0,0,11
36,26,9,5.5,2.5,2.0,1.8,0,1,0,3
132,101,38,287.7,135.5,57.0,35.6,0,0,1,11
130,105,35,284.5,122.0,59.9,89.0,1,0,0,20
113,91,31,187.1,84.2,36.6,52.0,0,0,1,11
129,104,42,310.7,123.2,73.1,94.8,1,0,0,16
113,93,30,236.3,116.2,44.3,61.9,0,1,0,9
61,49,15,31.2,13.5,7.6,9.0,0,1,0,7
116,92,30,203.3,98.2,44.2,53.0,0,0,1,9
108,85,26,163.1,73.5,27.3,49.2,0,1,0,11
73,55,18,46.9,21.6,10.2,12.5,0,1,0,7
129,97,31,297.8,118.3,62.4,76.0,0,0,1,18
98,93,25,104.5,47.0,26.0,28.2,0,0,1,7
85,67,20,81.7,35.1,18.4,27.0,0,0,1,9
116,91,31,167.3,63.0,27.7,64.0,1,0,0,18
84,64,23,81.8,41.1,18.7,21.0,0,1,0,8
80,62,20,57.5,22.9,12.7,19.0,0,1,0,10
59,44,14,27.3,11.5,5.9,7.0,0,1,0,6
86,67,24,88.8,31.0,22.9,28.0,1,0,0,13
97,75,29,117.7,47.7,23.1,38.0,1,0,0,13
114,88,30,151.0,68.5,32.0,44.8,0,1,0,8
117,87,28,139.1,61.7,25.8,44.9,1,0,0,8
40,30,8,9.2,4.2,1.4,1.3,0,1,0,4
117,93,30,196.0,86.3,50.9,49.4,0,0,1,9
98,77,28,108.5,39.6,25.4,35.0,0,1,0,11
115,88,30,196.6,97.2,43.0,47.8,0,1,0,8
93,70,25,96.4,46.0,21.2,21.9,1,0,0,6
92,69,22,91.9,47.0,17.7,23.2,0,0,1,7
74,54,18,37.1,14.0,8.5,13.0,0,1,0,7
112,85,25,186.4,72.2,42.6,67.0,1,0,0,9
35,25,8,5.6,1.9,1.6,1.8,0,1,0,4
117,93,34,198.3,77.3,44.8,53.0,1,0,0,12
58,45,15,30.4,14.2,11.8,9.0,0,1,0,9
104,76,27,107.9,45.9,26.6,31.4,0,1,0,8
82,65,24,74.9,31.6,16.2,25.0,0,0,1,12
125,95,35,228.7,95.1,49.5,69.8,1,0,0,10
95,70,22,91.3,41.2,19.8,26.0,0,1,0,6
138,109,41,386.6,157.1,85.8,99.6,1,0,0,13
126,101,33,252.0,90.5,55.1,81.2,0,0,1,14
109,75,24,108.6,47.5,23.1,34.5,0,1,0,8
129,110,35,258.3,114.0,60.9,66.0,1,0,0,14
92,68,27,99.0,33.1,23.4,37.0,0,0,1,10
92,73,23,89.7,33.0,16.6,34.0,1,0,0,14
118,90,32,180.0,71.6,31.2,63.0,1,0,0,19
132,104,36,302.8,105.2,59.5,84.0,1,0,0,19
141,110,42,287.7,131.0,65.1,92.4,0,0,1,11
107,80,27,164.3,78.7,39.2,41.0,1,0,0,8
88,70,28,90.2,34.2,14.1,36.8,0,0,1,16
116,84,28,140.2,65.7,20.4,45.1,0,1,0,9
139,107,40,317.1,133.4,66.8,94.2,1,0,0,11
90,68,21,87.7,42.0,18.5,24.0,0,1,0,8
88,68,20,90.2,37.6,17.4,26.0,1,0,0,10
109,84,29,155.6,74.9,30.9,41.0,0,0,1,7
101,80,30,155.0,68.9,31.4,37.0,0,0,1,7
132,95,36,273.9,128.2,58.8,67.0,1,0,0,6
104,83,32,119.0,42.1,28.4,52.0,0,1,0,15
72,54,18,37.7,16.9,7.7,11.0,1,0,0,5
126,103,35,239.1,98.4,49.4,74.0,0,0,1,11
141,112,33,335.0,159.4,81.9,77.6,0,0,1,10
133,107,39,321.2,115.1,77.6,96.0,0,0,1,14
104,83,35,150.6,51.6,34.2,51.0,0,0,1,8
119,94,50,256.6,92.4,49.5,89.0,1,0,0,14
72,53,18,41.3,15.6,11.4,12.0,1,0,0,8
95,71,21,93.6,40.2,22.3,24.0,0,1,0,8
67,50,18,36.2,15.1,8.3,12.0,0,0,1,7
93,69,22,78.6,36.5,14.7,24.0,0,1,0,8
107,80,27,155.0,73.6,41.6,41.1,0,1,0,8
119,99,47,273.2,101.3,43.8,104.0,1,0,0,13
118,90,25,172.0,87.4,30.3,49.0,0,1,0,9
118,92,29,185.8,76.0,48.0,51.0,0,0,1,10
55,39,13,21.2,10.8,4.0,5.6,0,1,0,6
131,106,33,256.7,116.6,25.1,80.0,1,0,0,8
121,100,37,223.7,93.8,51.7,67.0,1,0,0,9
104,79,25,116.1,48.9,29.2,33.0,0,1,0,9
98,76,31,115.6,47.9,25.1,36.0,1,0,0,9
104,85,34,136.1,56.0,34.8,39.0,0,1,0,10
110,84,31,182.4,99.0,36.1,41.0,0,1,0,9
123,100,34,210.8,96.9,45.6,59.0,0,0,1,10
111,88,29,170.0,83.3,33.7,46.0,0,0,1,8
111,85,36,175.0,73.9,40.1,51.0,0,1,0,11
110,87,25,148.2,69.6,31.7,41.2,0,1,0,9
122,95,34,205.3,87.0,46.7,60.7,0,0,1,10
101,95,32,223.1,101.8,47.8,61.3,1,0,0,8
106,80,25,123.4,55.8,25.4,38.0,0,1,0,8
127,97,36,235.9,95.7,55.5,71.0,0,0,1,10
119,95,32,263.5,81.6,46.8,116.0,0,0,1,21
107,87,28,174.8,74.7,45.8,43.9,0,0,1,8
105,80,28,139.1,48.1,32.0,50.6,0,1,0,10
105,82,26,198.0,77.3,48.6,59.0,0,0,1,15
108,95,31,243.4,106.1,61.5,68.0,1,0,0,16
99,80,29,115.6,50.9,26.1,32.9,0,1,0,8
110,90,31,157.9,68.6,31.8,50.0,0,0,1,12
106,84,26,167.3,74.9,33.4,49.8,0,1,0,11
84,60,21,63.2,25.1,14.0,20.7,0,1,0,7
73,53,27,44.3,21.0,9.4,12.1,0,1,0,7
104,83,29,160.9,66.5,34.5,57.0,1,0,0,10
134,107,37,319.4,125.5,70.0,94.0,1,0,0,21
75,55,19,49.3,22.0,8.3,15.5,0,1,0,6
76,58,21,51.4,19.8,10.2,17.0,1,0,0,10
131,105,37,251.8,97.4,44.3,89.0,0,0,1,20
75,56,18,43.0,16.8,12.0,11.0,0,1,0,6
127,99,39,259.4,111.2,59.7,74.0,1,0,0,11
102,77,30,125.0,61.9,23.8,34.5,0,1,0,8
110,85,32,158.6,68.6,40.7,43.0,0,0,1,9
88,69,20,73.2,24.4,18.1,24.0,0,1,0,13
124,94,27,203.9,106.3,40.1,49.5,0,0,1,8
106,79,23,95.0,40.5,20.2,29.6,0,1,0,8
116,88,32,165.9,67.3,40.1,49.7,0,0,1,9
115,89,29,175.2,75.9,32.3,54.0,0,0,1,10
131,102,43,356.7,177.7,81.9,83.9,0,0,1,11
129,104,35,327.2,155.8,68.4,86.4,0,0,1,11
85,69,22,73.3,25.0,16.2,23.4,1,0,0,11
135,105,34,361.9,156.8,78.2,91.0,1,0,0,12
115,92,33,191.5,96.3,38.9,47.2,1,0,0,10
118,94,29,194.8,90.6,47.2,57.8,0,1,0,8
60,44,13,24.7,11.8,5.2,6.3,0,1,0,5
112,91,32,193.4,90.5,41.4,54.8,1,0,0,9
110,88,27,175.8,73.6,41.9,53.0,0,0,1,10
107,83,30,115.3,71.9,27.0,45.0,0,1,0,8
72,53,19,46.3,21.0,9.2,15.0,0,1,0,7
94,71,23,83.1,33.4,16.8,27.8,0,1,0,7
75,58,19,57.5,24.6,12.1,16.0,0,1,0,6
81,61,18,56.5,22.8,11.5,19.0,0,1,0,7
110,94,30,179.4,75.4,36.8,58.0,1,0,0,9
80,62,23,69.3,29.5,13.9,23.0,1,0,0,10
89,68,29,86.8,38.9,18.1,26.0,0,1,0,7
134,105,39,274.0,121.3,59.1,81.4,1,0,0,12
100,82,30,132.4,56.3,27.4,44.0,0,0,1,11
49,36,13,14.2,6.0,2.6,4.3,0,1,0,4
126,96,33,252.3,110.1,55.4,77.7,1,0,0,10
127,97,33,258.9,133.6,52.1,54.3,1,0,0,9
120,94,31,207.2,87.5,39.2,65.0,0,0,1,20
77,59,19,67.0,29.4,18.8,18.0,0,0,1,7
100,84,27,135.3,60.4,28.3,41.3,0,0,1,9
118,89,28,186.2,71.2,46.8,56.0,0,0,1,12
92,76,26,127.8,60.0,30.5,32.0,1,0,0,11
112,87,30,174.3,95.1,36.7,36.7,1,0,0,9
38,26,6,5.9,3.1,3.0,2.0,0,1,0,6
77,59,17,50.7,20.6,11.5,17.0,0,1,0,7
101,78,35,138.4,53.4,30.0,43.0,1,0,0,12
112,85,29,137.6,61.9,26.1,43.3,0,1,0,9
113,90,35,247.3,106.1,49.1,61.6,1,0,0,10
67,53,21,44.4,18.7,11.2,15.0,0,0,1,7
105,80,26,139.9,62.3,26.2,44.6,1,0,0,9
74,54,19,46.4,26.5,8.2,12.3,0,1,0,6
145,110,40,302.0,174.7,85.3,101.7,0,0,1,9
127,98,34,252.3,107.7,53.3,76.0,1,0,0,9
131,101,35,258.1,124.1,59.3,65.2,1,0,0,10
119,91,29,188.4,86.0,36.4,55.4,0,0,1,11
94,71,24,73.7,25.2,16.7,27.3,0,1,0,6
83,62,19,68.0,36.2,11.4,16.6,0,1,0,6
120,93,33,209.5,93.0,46.9,63.0,0,0,1,11
117,90,35,225.5,98.5,52.4,67.0,0,0,1,11
38,28,6,6.3,2.5,1.0,2.1,0,1,0,3
124,98,30,239.0,92.1,60.4,71.0,0,0,1,9
72,53,15,36.9,16.6,7.3,11.0,0,1,0,7
122,86,28,181.8,87.6,40.0,44.0,1,0,0,8
110,84,27,163.2,79.9,29.7,46.0,0,1,0,12
67,52,18,36.7,15.6,4.8,13.0,0,1,0,11
109,88,28,167.9,71.2,38.1,47.7,0,0,1,11
118,83,30,176.1,72.9,46.8,47.0,1,0,0,11
87,66,25,81.2,33.7,21.1,19.2,0,1,0,12
119,92,32,184.2,80.1,40.5,57.5,1,0,0,9
100,80,26,132.9,51.6,26.6,48.0,0,0,1,12
41,31,9,9.9,4.7,2.2,2.8,0,1,0,3
125,100,28,219.2,108.9,43.3,59.0,0,0,1,10
135,102,30,239.3,95.0,60.8,77.2,1,0,0,11
69,51,17,40.1,21.0,7.4,10.0,0,1,0,5
96,78,29,116.5,46.3,24.2,51.0,0,1,0,15
126,97,34,264.1,118.9,69.0,69.0,1,0,0,9
55,35,18,46.3,19.2,11.4,14.1,0,1,0,5
64,47,16,29.7,12.8,6.2,9.0,0,1,0,6
132,104,40,335.2,134.6,96.1,90.0,1,0,0,17
103,86,28,166.8,73.4,40.0,46.0,1,0,0,8
103,80,32,163.5,50.3,31.2,60.0,0,0,1,23
124,94,28,171.3,71.9,32.0,59.0,0,1,0,9
56,42,16,21.7,8.2,5.3,6.9,0,0,1,7
129,105,34,274.0,122.7,56.6,68.0,1,0,0,10
127,104,33,268.1,101.3,59.2,82.4,1,0,0,11
70,53,18,35.5,11.5,8.4,13.6,0,0,1,12
100,76,31,119.1,42.7,32.2,40.0,0,0,1,12
105,80,25,139.3,73.8,27.7,32.8,0,1,0,9
68,52,16,40.0,16.0,11.1,11.0,0,1,0,6
117,92,33,211.6,97.2,50.0,58.8,1,0,0,9
98,77,25,121.8,61.3,19.2,35.5,0,0,1,8
128,100,35,254.6,101.3,58.5,81.0,0,0,1,13
82,60,18,56.0,28.2,11.5,15.0,0,1,0,8
102,80,25,111.5,52.3,23.9,30.5,0,1,0,9
112,89,39,196.2,61.0,44.9,67.0,1,0,0,16
101,80,27,144.6,75.4,29.8,35.6,0,0,1,7
125,98,37,233.8,105.5,50.7,68.8,0,0,1,11
105,82,23,154.9,83.2,32.6,36.0,1,0,0,7
123,95,34,211.0,108.6,49.2,46.9,1,0,0,9
130,105,37,297.6,133.0,67.4,75.6,0,0,1,11
105,85,28,174.7,84.1,36.4,44.5,1,0,0,10
126,105,39,262.7,98.7,51.3,93.0,0,0,1,10
62,47,12,24.0,8.3,6.6,8.0,0,0,1,11
139,110,39,332.9,145.4,72.0,89.0,0,0,1,11
130,103,25,236.1,104.7,56.6,65.5,0,0,1,9
127,107,38,248.4,115.2,49.5,78.0,1,0,0,14
117,91,28,194.0,92.4,37.0,59.0,0,0,1,9
123,103,27,224.3,109.0,46.1,58.0,1,0,0,9
125,96,32,228.3,115.9,42.9,58.0,0,0,1,9
67,50,16,33.9,13.9,8.8,9.9,0,1,0,6
134,101,32,251.7,125.1,62.2,61.6,0,0,1,12
125,101,35,226.2,108.5,45.3,64.6,0,0,1,8
110,90,30,202.9,81.4,40.3,57.5,0,0,1,10
128,95,28,214.5,97.9,45.9,62.0,1,0,0,8
80,60,22,63.0,21.8,13.4,24.0,0,1,0,9
68,49,17,40.3,20.1,7.6,10.6,0,1,0,6
111,88,29,176.3,86.0,39.5,43.1,1,0,0,8
121,95,35,250.5,111.5,61.1,68.6,0,0,1,9
120,99,35,258.0,121.2,55.2,68.9,0,0,1,11
94,74,21,93.3,40.5,20.3,31.0,0,0,1,10
128,97,29,226.7,110.5,50.1,60.3,1,0,0,11
77,56,17,43.5,19.4,7.6,13.4,0,1,0,8
113,91,30,164.1,73.0,31.8,52.0,1,0,0,18
141,112,41,476.2,198.3,100.1,124.8,1,0,0,10
92,70,22,78.9,33.7,17.3,25.0,0,1,0,9
85,63,16,60.6,26.2,11.7,19.0,0,1,0,7
103,79,24,129.2,57.0,27.3,34.4,0,0,1,9
134,110,31,313.2,171.6,67.8,70.8,1,0,0,10
111,88,28,169.2,69.2,34.3,54.7,1,0,0,10
114,90,31,238.7,102.6,42.0,68.6,0,0,1,10
110,88,30,178.9,62.9,30.2,64.0,1,0,0,19
70,54,18,41.1,15.0,11.5,12.4,0,1,0,6
72,50,23,93.0,42.0,21.1,25.6,0,1,0,7
57,43,12,18.7,6.2,4.6,6.0,0,1,0,6
46,33,12,10.3,3.8,2.9,7.2,0,1,0,4
141,110,40,341.9,126.6,82.3,98.0,1,0,0,13
125,100,39,273.8,117.5,43.7,74.0,0,0,1,17
111,91,34,168.7,61.8,38.1,60.0,0,1,0,15
123,95,29,190.5,78.3,39.0,64.0,1,0,0,9
98,71,32,175.9,69.7,43.0,56.5,1,0,0,8
110,85,29,159.4,59.4,30.0,53.0,1,0,0,9
107,82,27,172.4,57.1,30.5,64.0,0,0,1,14
109,86,26,151.9,71.6,30.6,41.1,0,1,0,8
59,45,18,22.1,8.1,4.9,6.4,0,1,0,7
95,71,20,100.7,50.7,18.2,28.0,0,1,0,8
121,96,31,199.9,85.0,39.7,60.0,0,1,0,10
72,54,18,46.4,24.0,8.7,11.2,0,1,0,8
76,61,19,56.3,25.1,10.5,18.0,1,0,0,8
95,73,25,109.3,45.8,23.7,34.4,0,1,0,9
119,92,28,200.9,93.1,41.9,50.3,1,0,0,9
124,102,41,269.5,95.5,51.3,96.0,1,0,0,14
123,97,43,192.3,84.4,35.2,58.0,0,0,1,11
97,73,28,89.5,37.9,18.5,46.1,0,1,0,8
107,84,25,147.6,71.0,37.9,35.9,0,0,1,8
120,93,33,177.5,61.8,49.2,52.4,1,0,0,12
100,81,30,119.3,50.6,25.2,37.0,1,0,0,12
125,96,32,248.3,131.5,52.5,55.7,0,0,1,9
114,90,34,219.6,82.8,37.4,81.0,1,0,0,20
125,99,36,216.3,94.3,50.8,62.7,0,0,1,10
125,97,32,242.7,126.2,44.7,60.4,0,0,1,9
100,78,24,119.1,49.1,29.4,34.6,0,1,0,8
100,76,27,118.8,58.9,20.8,31.3,0,1,0,9
81,61,20,53.6,22.9,10.6,17.0,0,1,0,7
105,80,28,130.8,61.0,32.0,33.8,0,1,0,7
126,97,38,248.7,92.7,61.1,78.0,1,0,0,21
96,76,27,101.4,38.3,27.3,31.0,1,0,0,12
104,76,25,110.9,57.6,25.9,33.4,0,1,0,8
94,73,24,122.4,65.4,30.0,28.0,0,0,1,8
97,75,28,104.2,40.0,24.6,34.0,0,1,0,8
111,85,30,174.6,92.5,36.9,39.3,0,0,1,9
130,101,34,311.9,139.0,70.3,79.0,0,0,1,11
90,66,21,74.3,37.3,15.7,19.5,0,1,0,7
112,90,35,202.2,76.7,41.3,74.0,0,0,1,15
133,107,31,276.6,119.2,51.3,97.0,0,0,1,14
70,52,18,39.6,14.5,11.2,12.0,0,0,1,10
148,120,39,394.8,119.6,81.7,142.0,1,0,0,16
97,76,24,94.5,41.5,21.5,29.4,0,1,0,6
128,106,33,237.9,95.3,60.0,70.0,0,0,1,11
81,62,22,182.0,83.2,41.5,19.9,0,1,0,8
132,105,36,319.3,155.3,79.4,72.1,1,0,0,10
77,58,20,51.5,20.0,12.2,17.2,0,1,0,6
132,100,33,238.1,91.7,59.6,74.0,1,0,0,12
93,81,27,155.5,87.2,34.3,29.1,0,0,1,10
130,103,37,274.9,150.0,36.1,73.8,0,0,1,12
126,95,35,284.6,83.1,67.7,98.0,1,0,0,14
81,61,20,54.2,19.3,12.2,18.2,0,1,0,7
125,101,43,289.1,99.2,57.4,87.0,0,0,1,22
95,75,22,98.8,42.2,21.8,30.9,0,1,0,8
126,94,30,227.1,107.8,46.5,62.3,0,0,1,12
70,53,22,59.3,27.3,12.6,17.0,0,0,1,7
117,91,34,198.9,85.1,52.6,56.9,1,0,0,11
144,110,36,304.0,127.4,65.0,87.0,1,0,0,10
51,37,13,14.8,6.1,3.3,4.0,0,1,0,4
115,89,34,160.3,69.5,29.3,50.0,0,1,0,9
119,86,42,304.9,130.6,79.2,82.0,1,0,0,11
114,90,30,192.9,106.2,37.8,41.8,1,0,0,9
106,84,34,165.6,82.0,41.6,30.1,1,0,0,6
116,91,24,188.0,79.8,51.4,53.0,1,0,0,11
70,50,14,32.1,14.3,6.7,9.2,0,1,0,6
